age,job,marital,education,default,housing,loan
38,admin.,married,university.degree,no,yes,no
36,admin.,married,basic.9y,no,yes,no
34,services,divorced,professional.course,unknown,yes,no
45,unknown,married,unknown,unknown,no,yes
43,admin.,married,university.degree,no,no,no
31,technician,single,university.degree,unknown,yes,no
52,management,married,university.degree,no,no,no
35,blue-collar,married,professional.course,no,yes,no
47,admin.,married,university.degree,unknown,no,no
26,housemaid,married,university.degree,no,no,no
35,blue-collar,divorced,basic.9y,no,no,no
57,self-employed,married,university.degree,unknown,yes,no
50,technician,married,professional.course,no,no,no
43,admin.,married,unknown,no,yes,no
41,blue-collar,divorced,professional.course,no,unknown,unknown
47,blue-collar,married,basic.6y,unknown,yes,no
48,blue-collar,divorced,basic.4y,unknown,yes,no
45,technician,married,professional.course,no,no,no
30,blue-collar,single,basic.9y,unknown,no,no
45,blue-collar,married,basic.6y,unknown,no,no
34,entrepreneur,married,basic.4y,no,no,no
56,admin.,divorced,unknown,no,no,no
36,admin.,married,high.school,no,no,no
45,blue-collar,married,basic.6y,unknown,no,no
31,admin.,single,basic.9y,no,no,no
40,blue-collar,married,basic.9y,unknown,no,no
41,admin.,married,high.school,no,no,no
32,services,married,high.school,unknown,no,no
52,housemaid,married,basic.4y,unknown,no,no
39,admin.,married,high.school,no,yes,no
47,blue-collar,married,basic.9y,no,yes,no
29,services,single,high.school,no,yes,no
46,management,married,basic.6y,unknown,no,no
34,services,single,high.school,no,no,no
35,technician,single,high.school,no,yes,no
30,technician,divorced,professional.course,no,yes,no
31,entrepreneur,married,university.degree,no,yes,no
37,blue-collar,married,basic.9y,no,unknown,unknown
40,admin.,married,high.school,no,no,no
47,blue-collar,married,basic.4y,unknown,yes,no
43,admin.,married,professional.course,no,yes,no
30,blue-collar,married,basic.9y,no,no,no
41,services,married,high.school,no,no,no
46,admin.,divorced,university.degree,no,no,no
32,technician,married,professional.course,no,no,no
47,entrepreneur,married,professional.course,unknown,unknown,unknown
32,services,single,basic.6y,no,unknown,unknown
37,entrepreneur,married,basic.9y,no,yes,yes
27,blue-collar,single,basic.9y,no,no,yes
39,admin.,married,university.degree,no,yes,no
56,technician,married,professional.course,unknown,yes,no
39,management,divorced,university.degree,unknown,no,no
35,blue-collar,married,basic.6y,unknown,no,no
36,management,divorced,professional.course,no,no,no
49,technician,married,university.degree,no,yes,yes
40,entrepreneur,married,basic.9y,no,yes,no
34,blue-collar,divorced,professional.course,no,no,no
51,unemployed,married,high.school,no,no,no
38,entrepreneur,married,university.degree,no,no,no
37,admin.,married,basic.9y,no,yes,no
51,admin.,married,university.degree,no,no,no
34,admin.,single,basic.9y,unknown,yes,no
47,admin.,married,unknown,unknown,yes,yes
38,management,married,high.school,unknown,no,yes
43,services,married,basic.9y,no,no,no
46,blue-collar,married,basic.9y,unknown,no,no
38,admin.,single,high.school,unknown,yes,no
25,services,single,professional.course,no,yes,no
37,technician,married,professional.course,no,no,no
46,admin.,divorced,university.degree,no,no,no
52,blue-collar,married,unknown,unknown,yes,no
34,admin.,single,university.degree,unknown,no,no
37,technician,married,professional.course,no,no,no
40,admin.,married,university.degree,unknown,no,no
27,blue-collar,married,basic.4y,no,yes,no
43,technician,married,basic.9y,unknown,no,no
29,blue-collar,married,high.school,no,no,no
45,self-employed,married,university.degree,unknown,no,no
36,services,married,high.school,no,yes,no
30,management,single,university.degree,no,no,no
48,admin.,divorced,high.school,no,yes,yes
41,admin.,married,high.school,no,yes,yes
42,admin.,married,university.degree,unknown,yes,no
37,blue-collar,married,basic.4y,no,yes,no
48,blue-collar,married,basic.4y,no,no,no
38,unemployed,married,basic.4y,unknown,no,no
41,technician,married,university.degree,no,unknown,unknown
35,technician,married,professional.course,no,yes,no
39,blue-collar,married,basic.6y,no,no,no
45,services,divorced,unknown,no,no,no
23,blue-collar,married,high.school,no,no,yes
42,unemployed,married,basic.6y,unknown,no,no
31,services,married,high.school,unknown,yes,no
43,blue-collar,married,basic.9y,no,no,no
25,technician,single,university.degree,no,yes,yes
36,admin.,married,high.school,no,yes,no
46,technician,married,professional.course,unknown,yes,no
57,technician,single,professional.course,no,yes,no
41,blue-collar,married,basic.4y,no,no,no
44,services,married,high.school,no,yes,no
53,technician,married,professional.course,unknown,yes,no
46,management,married,university.degree,no,yes,no
29,services,single,high.school,no,no,no
45,housemaid,married,professional.course,unknown,no,no
42,blue-collar,divorced,high.school,no,no,yes
50,blue-collar,married,basic.4y,unknown,no,no
44,housemaid,married,basic.4y,unknown,no,no
32,housemaid,married,high.school,no,no,no
32,housemaid,single,high.school,no,no,no
35,admin.,married,university.degree,no,yes,no
30,services,married,high.school,unknown,no,no
30,services,married,high.school,unknown,unknown,unknown
30,services,married,high.school,unknown,no,yes
31,services,married,high.school,no,yes,no
50,entrepreneur,married,unknown,no,no,no
36,blue-collar,married,high.school,no,yes,no
48,admin.,divorced,university.degree,no,no,no
36,blue-collar,married,high.school,no,no,no
50,blue-collar,married,basic.4y,unknown,yes,yes
47,entrepreneur,married,unknown,unknown,no,no
54,retired,married,professional.course,no,yes,no
33,admin.,single,university.degree,no,no,yes
41,management,married,high.school,no,unknown,unknown
35,services,married,high.school,no,yes,no
33,blue-collar,single,basic.9y,unknown,yes,no
44,management,single,university.degree,unknown,no,no
38,blue-collar,divorced,unknown,no,no,no
46,blue-collar,married,high.school,unknown,no,no
35,blue-collar,married,basic.9y,no,no,yes
39,services,married,high.school,no,yes,no
33,blue-collar,married,basic.9y,no,no,no
60,admin.,single,high.school,no,no,no
36,technician,married,professional.course,no,no,no
54,technician,married,basic.9y,no,no,no
35,technician,married,university.degree,no,yes,no
32,management,married,high.school,no,no,no
30,blue-collar,married,basic.9y,no,unknown,unknown
34,services,married,high.school,unknown,no,no
54,entrepreneur,married,basic.9y,no,no,yes
50,admin.,married,high.school,no,no,yes
41,housemaid,married,basic.6y,unknown,no,no
54,management,married,high.school,unknown,no,no
44,technician,married,basic.9y,no,yes,no
31,blue-collar,married,unknown,no,no,no
38,technician,married,professional.course,no,yes,no
53,services,married,high.school,unknown,no,no
37,blue-collar,married,basic.4y,no,no,no
49,technician,married,professional.course,no,yes,no
45,self-employed,married,basic.4y,unknown,no,no
40,technician,married,professional.course,no,no,no
50,blue-collar,married,basic.4y,unknown,yes,no
41,blue-collar,married,basic.9y,unknown,yes,no
56,blue-collar,married,basic.4y,unknown,no,no
43,blue-collar,married,basic.9y,no,no,no
34,admin.,married,university.degree,no,yes,no
54,technician,married,university.degree,unknown,yes,yes
57,management,divorced,university.degree,no,yes,no
58,technician,married,unknown,no,yes,no
54,technician,married,university.degree,unknown,no,no
42,blue-collar,married,basic.6y,no,yes,no
47,technician,married,basic.9y,no,no,no
31,admin.,single,university.degree,no,no,no
48,unemployed,married,high.school,unknown,yes,no
36,management,married,university.degree,no,no,yes
39,blue-collar,married,basic.9y,unknown,yes,no
27,services,single,professional.course,no,no,no
33,admin.,married,professional.course,no,yes,yes
30,self-employed,married,professional.course,no,no,no
50,management,married,university.degree,no,no,no
50,self-employed,married,university.degree,no,no,no
41,admin.,single,high.school,no,yes,no
26,services,single,high.school,no,no,no
51,services,married,high.school,unknown,yes,no
32,admin.,single,university.degree,no,yes,yes
44,blue-collar,married,basic.4y,no,yes,yes
44,blue-collar,married,basic.4y,no,yes,no
39,technician,married,unknown,no,no,no
56,blue-collar,married,basic.4y,unknown,no,no
35,blue-collar,single,unknown,no,no,yes
40,admin.,divorced,basic.9y,no,no,no
41,blue-collar,married,basic.4y,unknown,no,no
29,technician,married,professional.course,no,no,no
48,services,married,high.school,unknown,yes,no
33,blue-collar,married,basic.4y,unknown,no,no
31,blue-collar,single,high.school,no,no,no
52,self-employed,married,basic.4y,unknown,no,yes
58,technician,divorced,basic.9y,no,no,no
45,blue-collar,married,basic.9y,unknown,yes,no
34,technician,married,professional.course,no,no,no
35,blue-collar,married,basic.4y,no,no,no
32,technician,single,high.school,no,no,no
50,services,married,unknown,unknown,no,no
53,blue-collar,married,basic.4y,no,no,no
45,admin.,single,basic.9y,unknown,yes,no
36,services,married,high.school,no,no,no
52,technician,married,basic.9y,no,no,no
41,blue-collar,married,high.school,unknown,no,yes
50,technician,married,professional.course,no,no,yes
57,retired,married,basic.4y,no,no,no
34,admin.,single,high.school,no,yes,no
30,services,married,high.school,no,yes,no
33,self-employed,married,basic.9y,no,no,no
53,blue-collar,married,basic.9y,unknown,no,yes
35,unemployed,married,university.degree,no,yes,yes
34,blue-collar,married,basic.9y,unknown,no,no
41,technician,married,basic.9y,no,yes,no
39,admin.,married,high.school,unknown,yes,no
55,services,married,high.school,unknown,yes,no
42,services,married,professional.course,no,no,no
40,services,divorced,basic.6y,no,no,yes
30,services,divorced,high.school,no,yes,no
56,blue-collar,married,high.school,unknown,yes,no
41,management,married,unknown,no,yes,no
32,blue-collar,married,high.school,unknown,no,no
35,admin.,single,university.degree,no,yes,no
42,retired,married,basic.9y,unknown,no,no
28,admin.,single,university.degree,no,no,no
52,unknown,married,basic.4y,no,yes,no
38,admin.,married,university.degree,no,no,no
35,unemployed,married,university.degree,no,no,no
58,services,married,high.school,unknown,yes,yes
35,entrepreneur,divorced,high.school,no,no,no
39,admin.,single,high.school,no,yes,no
37,blue-collar,married,basic.9y,no,yes,no
33,blue-collar,married,professional.course,no,yes,no
40,admin.,single,high.school,no,no,no
35,blue-collar,married,high.school,no,no,no
42,blue-collar,married,basic.4y,unknown,no,no
26,entrepreneur,married,university.degree,no,yes,no
47,blue-collar,single,basic.4y,unknown,yes,no
28,admin.,married,high.school,no,no,yes
38,admin.,married,university.degree,no,no,no
35,management,single,unknown,no,no,no
36,blue-collar,married,basic.9y,unknown,yes,no
35,technician,single,university.degree,no,no,no
28,entrepreneur,married,basic.9y,no,yes,yes
43,management,married,university.degree,no,no,no
38,housemaid,married,basic.9y,no,yes,yes
44,blue-collar,married,basic.9y,unknown,yes,yes
42,technician,single,professional.course,unknown,no,no
35,blue-collar,married,basic.9y,no,no,no
32,unemployed,single,high.school,unknown,yes,no
41,unknown,married,basic.6y,no,no,yes
32,blue-collar,married,basic.6y,no,no,no
30,admin.,married,university.degree,no,no,yes
35,admin.,married,high.school,unknown,no,no
52,entrepreneur,married,university.degree,unknown,no,yes
48,blue-collar,married,basic.4y,no,unknown,unknown
35,retired,single,basic.6y,unknown,yes,no
44,technician,married,professional.course,unknown,no,no
33,admin.,single,university.degree,no,yes,no
47,admin.,married,high.school,unknown,unknown,unknown
30,admin.,divorced,university.degree,unknown,yes,no
47,admin.,married,high.school,unknown,no,yes
46,self-employed,single,high.school,no,no,no
43,blue-collar,married,basic.9y,no,unknown,unknown
54,blue-collar,married,basic.9y,unknown,unknown,unknown
33,services,married,high.school,unknown,no,no
40,blue-collar,married,basic.9y,no,no,yes
40,blue-collar,married,basic.4y,unknown,no,yes
46,admin.,married,university.degree,no,yes,no
31,admin.,married,high.school,no,yes,yes
36,entrepreneur,married,university.degree,unknown,unknown,unknown
46,entrepreneur,married,unknown,unknown,yes,no
48,blue-collar,married,basic.6y,no,unknown,unknown
30,blue-collar,married,basic.9y,no,yes,no
50,management,married,university.degree,unknown,no,no
40,blue-collar,married,professional.course,unknown,no,no
58,services,married,basic.4y,no,no,no
58,services,married,basic.4y,no,unknown,unknown
48,blue-collar,married,basic.6y,no,no,no
43,blue-collar,married,basic.4y,no,no,no
27,self-employed,single,university.degree,no,no,no
51,admin.,married,basic.9y,no,no,yes
39,blue-collar,married,basic.9y,unknown,no,no
35,admin.,married,university.degree,no,no,no
42,blue-collar,married,basic.9y,no,yes,no
58,housemaid,married,high.school,unknown,unknown,unknown
34,blue-collar,married,basic.4y,no,no,no
44,self-employed,divorced,high.school,no,yes,no
40,admin.,married,university.degree,no,yes,no
51,technician,married,basic.6y,unknown,no,no
42,technician,married,basic.9y,no,no,no
51,admin.,married,high.school,no,no,no
48,self-employed,married,university.degree,no,no,no
47,services,married,high.school,no,no,no
46,technician,divorced,university.degree,no,no,no
34,admin.,married,university.degree,no,no,no
31,technician,married,professional.course,no,no,no
37,blue-collar,married,basic.9y,no,yes,no
58,management,married,basic.4y,unknown,no,no
37,technician,married,professional.course,no,no,no
35,blue-collar,married,basic.9y,no,no,no
39,unemployed,married,university.degree,no,no,no
45,unemployed,married,basic.4y,no,yes,yes
41,blue-collar,married,basic.9y,unknown,yes,no
29,admin.,married,high.school,no,no,no
33,technician,married,university.degree,no,yes,no
46,blue-collar,married,basic.4y,no,no,no
40,blue-collar,single,unknown,no,no,yes
34,unemployed,married,basic.6y,unknown,no,yes
51,blue-collar,married,basic.4y,no,yes,yes
45,entrepreneur,married,university.degree,unknown,no,no
41,technician,divorced,basic.4y,no,no,no
47,admin.,divorced,university.degree,no,yes,no
31,housemaid,single,university.degree,no,no,yes
34,blue-collar,married,basic.4y,no,yes,yes
57,management,single,basic.9y,no,no,no
37,entrepreneur,married,university.degree,unknown,yes,no
36,blue-collar,married,basic.6y,no,unknown,unknown
47,blue-collar,married,basic.4y,no,yes,no
32,housemaid,married,high.school,no,yes,yes
43,admin.,married,high.school,no,yes,no
48,management,married,basic.9y,no,yes,no
31,admin.,single,university.degree,no,no,no
34,admin.,married,university.degree,no,no,no
31,blue-collar,married,basic.4y,no,no,no
44,admin.,married,high.school,no,no,no
37,entrepreneur,married,university.degree,no,yes,no
49,retired,married,basic.9y,no,no,no
32,admin.,single,high.school,no,no,yes
32,technician,married,university.degree,no,yes,no
31,management,married,university.degree,no,yes,no
42,blue-collar,single,basic.6y,unknown,no,yes
29,admin.,single,high.school,no,yes,no
46,self-employed,married,professional.course,no,yes,no
55,unemployed,married,basic.4y,unknown,yes,yes
45,admin.,divorced,basic.9y,no,yes,no
38,blue-collar,married,basic.9y,no,unknown,unknown
53,admin.,married,basic.9y,no,no,no
38,technician,single,professional.course,no,unknown,unknown
29,services,single,high.school,unknown,yes,no
30,blue-collar,married,basic.4y,unknown,no,yes
34,services,married,high.school,no,yes,yes
57,retired,married,university.degree,no,yes,no
29,services,divorced,high.school,no,no,no
49,housemaid,married,basic.4y,unknown,yes,no
27,blue-collar,single,basic.6y,no,yes,yes
46,blue-collar,married,professional.course,no,no,no
28,blue-collar,married,basic.9y,unknown,no,no
36,technician,married,high.school,no,no,no
46,technician,married,professional.course,no,no,yes
37,housemaid,married,university.degree,no,yes,no
56,technician,married,professional.course,unknown,no,yes
38,blue-collar,married,basic.9y,unknown,unknown,unknown
33,technician,married,professional.course,no,no,no
40,blue-collar,married,basic.4y,unknown,no,no
33,technician,married,professional.course,no,yes,no
39,management,married,university.degree,no,yes,no
42,blue-collar,married,basic.9y,no,no,yes
44,technician,married,professional.course,unknown,yes,no
43,blue-collar,married,basic.9y,no,no,no
32,blue-collar,married,professional.course,no,no,no
41,blue-collar,married,basic.9y,unknown,no,no
38,technician,married,professional.course,no,no,no
37,unemployed,married,basic.9y,no,no,no
55,admin.,married,high.school,no,unknown,unknown
42,housemaid,single,basic.4y,no,no,no
40,self-employed,married,basic.4y,unknown,no,no
40,admin.,married,university.degree,unknown,unknown,unknown
56,blue-collar,married,basic.9y,unknown,no,no
38,blue-collar,married,high.school,unknown,unknown,unknown
38,blue-collar,married,high.school,unknown,no,no
44,admin.,married,university.degree,unknown,yes,yes
37,technician,single,high.school,no,yes,yes
40,admin.,married,high.school,unknown,yes,no
41,blue-collar,married,basic.9y,no,no,no
38,admin.,married,basic.9y,unknown,yes,no
27,student,single,high.school,unknown,no,no
41,unknown,single,unknown,unknown,yes,no
35,admin.,single,university.degree,no,no,yes
39,management,married,basic.6y,unknown,yes,no
34,technician,married,university.degree,no,no,no
34,blue-collar,divorced,professional.course,no,no,no
53,admin.,divorced,university.degree,no,no,no
45,admin.,married,high.school,no,no,no
34,technician,single,high.school,no,no,no
47,technician,married,basic.9y,no,yes,no
31,services,married,high.school,no,no,yes
39,management,married,university.degree,no,no,no
35,blue-collar,single,basic.6y,no,no,no
37,blue-collar,single,professional.course,no,yes,no
41,management,married,unknown,no,yes,no
34,services,married,high.school,unknown,unknown,unknown
35,admin.,single,basic.4y,unknown,unknown,unknown
43,technician,single,basic.9y,no,yes,no
50,self-employed,married,basic.4y,unknown,yes,no
36,blue-collar,married,basic.4y,no,yes,no
38,management,married,university.degree,no,no,no
53,admin.,divorced,university.degree,no,no,no
28,admin.,married,high.school,no,no,no
35,admin.,single,basic.6y,no,yes,yes
41,blue-collar,married,basic.9y,unknown,no,no
33,technician,married,professional.course,no,no,no
37,admin.,married,university.degree,no,no,no
35,admin.,married,university.degree,no,no,no
31,unemployed,married,university.degree,no,no,no
51,technician,married,professional.course,unknown,yes,no
51,admin.,married,basic.9y,unknown,yes,no
50,self-employed,married,university.degree,no,yes,no
60,self-employed,married,professional.course,unknown,no,no
28,blue-collar,married,basic.6y,unknown,no,no
34,entrepreneur,single,professional.course,no,no,yes
52,self-employed,single,university.degree,unknown,yes,no
56,technician,married,unknown,no,no,no
42,admin.,single,university.degree,no,no,no
39,blue-collar,married,basic.4y,unknown,no,no
39,blue-collar,divorced,basic.9y,no,unknown,unknown
47,admin.,married,university.degree,no,no,no
49,blue-collar,married,basic.4y,unknown,no,no
56,admin.,married,high.school,no,yes,no
46,admin.,married,high.school,no,no,no
53,blue-collar,divorced,basic.4y,unknown,no,no
38,unemployed,married,basic.9y,no,no,no
36,admin.,divorced,high.school,no,yes,yes
33,blue-collar,married,basic.6y,unknown,unknown,unknown
33,blue-collar,married,basic.6y,unknown,no,no
34,blue-collar,married,basic.6y,unknown,no,no
54,technician,married,university.degree,unknown,no,no
47,retired,married,basic.4y,unknown,no,no
36,blue-collar,married,high.school,no,no,yes
35,blue-collar,divorced,basic.6y,unknown,no,no
39,unemployed,married,professional.course,no,yes,no
31,services,married,high.school,no,yes,no
30,services,divorced,basic.9y,no,no,no
34,blue-collar,married,basic.6y,unknown,no,no
39,technician,married,professional.course,no,yes,no
41,unemployed,married,unknown,no,no,no
41,technician,married,university.degree,no,no,yes
29,admin.,married,university.degree,no,no,no
50,entrepreneur,married,basic.9y,no,yes,no
36,admin.,married,high.school,no,no,no
43,blue-collar,married,basic.9y,no,yes,no
31,technician,married,university.degree,no,yes,no
35,technician,married,professional.course,unknown,yes,no
49,blue-collar,married,basic.4y,unknown,no,no
45,technician,married,professional.course,unknown,no,no
33,admin.,single,university.degree,no,yes,no
41,blue-collar,married,basic.9y,unknown,no,no
42,services,single,high.school,no,no,no
41,technician,divorced,basic.4y,no,yes,no
43,management,married,high.school,no,yes,yes
40,blue-collar,married,high.school,no,no,no
40,technician,married,basic.9y,no,no,no
39,blue-collar,single,basic.4y,no,no,yes
42,admin.,single,university.degree,no,yes,no
38,admin.,single,university.degree,unknown,yes,no
32,blue-collar,married,basic.9y,no,no,no
43,admin.,divorced,university.degree,no,no,no
38,technician,married,professional.course,no,yes,no
34,technician,single,professional.course,no,no,no
44,admin.,divorced,university.degree,no,yes,no
48,self-employed,married,basic.9y,unknown,no,no
34,technician,married,university.degree,no,no,no
35,technician,married,basic.9y,no,yes,no
25,blue-collar,single,high.school,no,yes,no
51,self-employed,married,university.degree,unknown,no,no
31,entrepreneur,married,high.school,no,yes,no
29,technician,married,university.degree,no,no,yes
27,self-employed,single,university.degree,no,no,yes
55,admin.,married,basic.4y,unknown,no,no
47,retired,married,basic.4y,unknown,no,yes
27,technician,single,professional.course,no,no,no
41,housemaid,married,university.degree,unknown,no,no
54,blue-collar,married,basic.4y,no,no,no
54,admin.,married,unknown,unknown,no,no
32,admin.,single,university.degree,no,unknown,unknown
29,technician,married,professional.course,no,no,no
42,blue-collar,married,basic.9y,unknown,no,no
32,technician,married,basic.9y,no,no,no
47,technician,single,professional.course,unknown,no,no
25,housemaid,married,basic.9y,no,no,no
40,admin.,married,university.degree,no,yes,no
34,technician,married,university.degree,no,no,no
33,blue-collar,married,basic.9y,no,yes,no
40,services,divorced,high.school,no,yes,no
37,entrepreneur,married,basic.9y,no,no,no
37,unemployed,married,professional.course,no,no,no
52,blue-collar,married,basic.4y,no,yes,no
39,management,married,university.degree,no,yes,no
43,blue-collar,divorced,basic.9y,unknown,no,yes
39,admin.,single,university.degree,unknown,no,no
30,admin.,married,university.degree,no,no,no
35,services,married,professional.course,unknown,no,no
39,management,married,university.degree,no,yes,yes
38,technician,single,professional.course,unknown,yes,no
42,services,married,high.school,no,yes,yes
42,services,married,high.school,no,yes,no
51,blue-collar,married,basic.4y,unknown,yes,no
36,blue-collar,single,high.school,no,yes,no
42,self-employed,married,university.degree,no,yes,no
58,retired,married,basic.9y,no,no,no
38,services,married,basic.9y,no,no,no
25,admin.,married,university.degree,no,yes,no
32,unemployed,divorced,basic.4y,no,no,yes
49,admin.,single,high.school,no,yes,no
46,entrepreneur,married,professional.course,unknown,no,no
42,entrepreneur,single,university.degree,no,yes,no
59,blue-collar,married,basic.6y,no,yes,no
32,housemaid,married,university.degree,no,yes,no
29,self-employed,single,university.degree,no,no,no
45,blue-collar,married,basic.9y,no,yes,no
32,housemaid,single,basic.4y,no,yes,yes
26,services,single,high.school,no,no,yes
47,entrepreneur,married,university.degree,no,yes,no
29,admin.,single,university.degree,no,yes,no
26,services,single,high.school,no,yes,no
46,blue-collar,married,basic.4y,no,no,no
48,technician,married,professional.course,no,yes,no
48,blue-collar,married,basic.4y,unknown,no,no
33,self-employed,married,basic.9y,no,yes,no
31,blue-collar,married,basic.9y,no,yes,yes
34,blue-collar,married,professional.course,no,yes,no
25,services,single,high.school,unknown,no,no
32,blue-collar,married,basic.9y,no,no,no
54,blue-collar,unknown,basic.6y,unknown,no,no
52,self-employed,married,university.degree,unknown,yes,yes
45,housemaid,single,basic.9y,no,yes,no
36,self-employed,married,university.degree,no,yes,no
38,admin.,divorced,university.degree,no,yes,no
34,blue-collar,married,basic.6y,unknown,no,no
38,blue-collar,single,basic.4y,no,yes,no
39,services,single,high.school,unknown,yes,no
51,services,married,high.school,unknown,yes,no
60,unknown,married,university.degree,no,yes,no
29,blue-collar,married,high.school,no,no,no
50,blue-collar,single,basic.9y,unknown,no,no
37,technician,married,basic.9y,no,no,no
51,entrepreneur,divorced,university.degree,unknown,no,no
48,technician,married,professional.course,no,yes,no
39,blue-collar,married,basic.4y,unknown,no,no
37,admin.,single,university.degree,no,yes,no
36,technician,married,university.degree,no,yes,no
40,services,married,basic.6y,unknown,yes,no
47,management,married,basic.4y,no,no,yes
44,blue-collar,married,basic.4y,unknown,yes,no
36,blue-collar,single,high.school,no,unknown,unknown
26,technician,married,basic.6y,no,no,no
33,admin.,married,university.degree,no,no,yes
52,housemaid,married,basic.4y,unknown,yes,no
40,blue-collar,married,basic.9y,unknown,unknown,unknown
41,blue-collar,married,basic.9y,no,yes,no
45,admin.,married,university.degree,no,yes,no
30,blue-collar,divorced,basic.9y,no,no,no
33,technician,married,professional.course,no,no,no
39,admin.,single,unknown,no,no,yes
33,management,married,university.degree,no,no,no
31,blue-collar,single,unknown,no,yes,no
42,technician,divorced,basic.9y,no,yes,no
35,entrepreneur,divorced,high.school,no,yes,no
56,retired,married,basic.6y,no,unknown,unknown
52,blue-collar,married,basic.9y,unknown,unknown,unknown
29,admin.,single,university.degree,no,no,no
56,retired,married,basic.4y,no,yes,no
38,admin.,married,basic.9y,unknown,yes,no
60,technician,married,professional.course,unknown,yes,no
56,services,married,basic.4y,unknown,yes,no
39,self-employed,married,university.degree,no,no,yes
40,services,married,basic.6y,unknown,no,no
56,services,married,basic.4y,unknown,yes,yes
30,blue-collar,single,basic.4y,unknown,no,yes
43,blue-collar,married,basic.4y,unknown,no,yes
39,admin.,married,high.school,no,no,yes
41,unknown,single,basic.6y,unknown,no,yes
27,admin.,single,high.school,unknown,yes,no
43,technician,divorced,professional.course,no,yes,no
37,technician,married,professional.course,unknown,yes,no
25,services,married,high.school,no,yes,no
37,technician,married,professional.course,unknown,no,yes
24,admin.,single,professional.course,no,yes,yes
59,retired,married,basic.4y,no,yes,yes
32,technician,single,university.degree,no,no,no
30,admin.,married,unknown,no,yes,yes
40,technician,married,professional.course,no,yes,no
27,services,married,high.school,no,no,no
30,blue-collar,single,basic.4y,unknown,no,no
48,blue-collar,married,basic.4y,no,no,no
37,admin.,divorced,university.degree,no,no,no
39,blue-collar,married,basic.6y,no,yes,no
34,admin.,married,basic.9y,no,yes,no
41,blue-collar,divorced,basic.6y,no,yes,no
34,admin.,married,high.school,no,no,no
36,blue-collar,married,basic.4y,unknown,no,no
37,admin.,divorced,university.degree,no,yes,no
42,services,married,high.school,no,no,yes
39,technician,married,professional.course,no,yes,no
39,services,married,high.school,no,yes,yes
35,admin.,married,high.school,no,yes,yes
35,unemployed,divorced,high.school,unknown,yes,no
34,blue-collar,married,basic.6y,unknown,no,yes
42,technician,single,basic.9y,unknown,no,no
49,admin.,divorced,high.school,no,yes,no
53,admin.,single,basic.6y,no,yes,no
29,admin.,married,high.school,no,no,no
32,blue-collar,married,basic.9y,unknown,no,no
29,admin.,married,high.school,no,no,no
46,self-employed,divorced,basic.9y,no,yes,no
58,management,married,unknown,unknown,yes,no
32,admin.,single,university.degree,no,yes,yes
44,blue-collar,married,basic.6y,no,yes,no
26,student,single,high.school,no,no,no
56,technician,divorced,professional.course,unknown,yes,no
25,blue-collar,married,professional.course,unknown,yes,no
29,blue-collar,single,basic.9y,no,no,no
44,blue-collar,married,professional.course,no,no,no
44,technician,divorced,professional.course,no,yes,no
44,blue-collar,single,basic.4y,no,no,no
44,blue-collar,single,basic.4y,no,yes,no
29,blue-collar,single,basic.9y,no,no,no
37,blue-collar,married,professional.course,no,yes,no
34,self-employed,married,university.degree,no,no,no
54,blue-collar,married,basic.9y,unknown,yes,yes
58,retired,divorced,professional.course,unknown,no,no
24,services,single,high.school,no,no,no
35,technician,married,professional.course,no,yes,yes
30,admin.,divorced,high.school,no,yes,no
40,technician,married,professional.course,unknown,no,no
29,blue-collar,married,basic.4y,unknown,yes,no
54,technician,single,basic.9y,no,no,no
40,technician,married,professional.course,unknown,yes,no
52,management,divorced,university.degree,no,yes,no
44,blue-collar,single,basic.6y,unknown,yes,no
34,blue-collar,married,professional.course,no,yes,yes
31,admin.,single,university.degree,no,no,no
30,admin.,single,high.school,no,yes,no
36,technician,married,professional.course,no,yes,yes
26,student,single,high.school,no,no,no
36,technician,married,professional.course,no,no,no
36,technician,married,professional.course,no,no,no
40,housemaid,single,university.degree,no,yes,no
46,admin.,single,university.degree,unknown,yes,no
34,blue-collar,married,basic.9y,unknown,no,no
46,entrepreneur,married,professional.course,unknown,no,no
27,technician,single,professional.course,no,yes,yes
36,entrepreneur,married,high.school,no,yes,no
50,management,married,high.school,unknown,no,no
28,blue-collar,married,basic.4y,no,no,no
34,admin.,married,university.degree,no,yes,no
41,blue-collar,single,basic.9y,no,no,no
41,technician,single,university.degree,unknown,yes,yes
40,housemaid,married,high.school,unknown,yes,no
25,blue-collar,single,basic.4y,no,yes,yes
43,admin.,married,university.degree,unknown,yes,no
35,admin.,married,high.school,no,no,no
38,self-employed,married,basic.9y,unknown,no,no
45,self-employed,divorced,university.degree,no,yes,yes
32,technician,married,professional.course,no,yes,no
51,blue-collar,married,basic.9y,unknown,no,no
33,technician,single,high.school,no,no,no
39,self-employed,married,basic.4y,unknown,no,no
56,entrepreneur,divorced,university.degree,no,no,yes
35,blue-collar,married,basic.9y,unknown,yes,yes
57,retired,married,basic.4y,unknown,no,yes
54,unemployed,single,basic.6y,no,yes,yes
49,blue-collar,single,basic.4y,no,no,no
40,technician,married,professional.course,no,no,no
33,management,married,high.school,no,no,yes
33,unemployed,single,high.school,no,yes,no
24,services,single,high.school,no,yes,yes
25,technician,single,high.school,no,yes,yes
34,services,married,basic.9y,no,yes,no
37,unemployed,single,basic.9y,no,yes,no
39,management,married,university.degree,no,yes,no
32,technician,single,professional.course,no,no,no
